Titel,Datum,Ort,Link,Kategorie,Adresse,lat,lon,Datum/Uhrzeit
"Jens-Heinrich Claassen ""Keine Ursache"" Comedy - VORPREMIERE",,,https://rausgegangen.de/events/jens-heinrich-claassen-keine-ursache-comedy-0/,comedy,"Dreikönigenstraße 23, 50678 Köln",50.9252613,6.9644783761029405,"Do, 16. Jan | 20:00"
NEW ALPINISM,,,https://rausgegangen.de/events/new-alpinism-0/,other,"Richmodstraße 10, 50667 Köln",50.9378605,6.9480331,"Do, 16. Jan | 20:00"
Viral Happiness - Wenn sich Glück wie ein Virus verbreitet,,,https://rausgegangen.de/events/viral-happiness-der-weg-zum-gluck-0/,other,"Richard-Wagner-Straße 39, 50674 Köln",50.935277850000006,6.934854393278206,"Do, 16. Jan | 20:00"
Kritik im Nationalsozialismus. Widerstandsforschung und NS-Gesellschaftsgeschichte 80 Jahre nach Kriegsende,,,https://rausgegangen.de/events/kritik-im-nationalsozialismus-widerstandsforschung-und-ns-ge-0/,other,"Appellhofplatz 23-25, 50667 Köln",50.9406105,6.9502463,"Fr, 17. Jan | 09:30"
Lebenskunde im Kulturraum,,,https://rausgegangen.de/events/lebenskunde-im-kulturraum-263/,other,"Venloer Straße 405, 50825 Köln",50.9518765,6.913792881588453,"Fr, 17. Jan | 18:00"
Lachkater - die Stand Up Comedy Show,,,https://rausgegangen.de/events/lachkater-die-stand-up-comedy-show-60/,comedy,"Goldfinger, Friesenstraße 54",50.9407446,6.9421787,"Fr, 17. Jan | 19:00"
commandoTaube! „Burt Meyer“ Clown - Musik - Comedy,,,https://rausgegangen.de/events/commandotaube-burt-meyer-clown-musik-comedy-0/,music,"Dreikönigenstraße 23, 50678 Köln",50.9252613,6.9644783761029405,"Fr, 17. Jan | 20:00"
Echtzeit Comedy - Stand-Up am Freitag,,,https://rausgegangen.de/events/echtzeit-comedy-stand-up-am-freitag-2/,comedy,"Friesenstraße 33, 50670 Köln",50.94081155,6.944299247770478,"Fr, 17. Jan | 20:00"
"5,90€ Espresso Martini",,,https://rausgegangen.de/events/590-espresso-martini-42/,other,"Luxemburger Str. 190, 50937 Köln",50.9187575,6.930281878421722,"Heute, 13. Jan | 09:00"
The Legendary Kölsch Tour - A Cologne Brewery Tour,,,https://rausgegangen.de/events/the-legendary-kolsch-tour-a-cologne-brewery-tour-109/,other,"Heumarkt, 50667 Köln",50.936759550000005,6.96062585691273,"Heute, 13. Jan | 17:10"
OYA MÜLLEM HAPPY HOUR,,,https://rausgegangen.de/events/oya-mullem-happy-hour-23/,other,"Buchheimer Straße 17, 51063 Köln",50.96367615,7.0010307741089655,"Heute, 13. Jan | 18:00"
FIVE @ FIVE im Jim & June,,,https://rausgegangen.de/events/five-five-im-jim-june-95/,other,"Meister-Gerhard-Straße 35, 50674 Köln",50.9288473,6.9364768,"Mi, 15. Jan | 17:00"
Craft Brewery Tour,,,https://rausgegangen.de/events/craft-brewery-tour-25/,other,"Braustelle, Christianstraße 2",50.9538688,6.9107278,"Mi, 15. Jan | 18:00"
The Midweek Pick-Me-Up,,,https://rausgegangen.de/events/the-midweek-pick-me-up-1/,other,"The Bär, Thebäerstraße 10",,,"Mi, 15. Jan | 19:00"
"16.1. Glühwein &Kinderpunsch Abverkauf 2,50€ x Techno Thursday",,,https://rausgegangen.de/events/161-gluhwein-abverkauf-250-x-techno-thursday-0/,other,"Luxemburger Str. 190, 50937 Köln",50.9187575,6.930281878421722,"Do, 16. Jan | 18:30"
Natural Wine Tasting @ Nuyou Concious Café w. Korkenkonzept,,,https://rausgegangen.de/events/natural-wine-tasting-nuyou-concious-cafe-w-korkenkonzept-0/,other,"Lindenstraße 32, 50674 Köln",50.9343212,6.936971648028578,"Do, 16. Jan | 18:30"
Espresso Martini After Hour,,,https://rausgegangen.de/events/espresso-martini-after-hour-15/,other,"The Bär, Thebäerstraße 10",,,"Do, 16. Jan | 19:00"
Cocktail-Tasting,,,https://rausgegangen.de/events/cocktail-tasting-kopie-7/,food_and_drink,"CocktailContor Köln-Sülz, Sülzgürtel 76A",,,"Do, 16. Jan | 21:00"
"Caipi, Mojito & Co. Special-Cocktailkurs",,,https://rausgegangen.de/events/caipi-mojito-co-special-cocktailkurs-kopie-3/,food_and_drink,"CocktailContor Köln-Sülz, Sülzgürtel 76A",,,"Fr, 17. Jan | 18:00"
MOOON NIGHT – WINE & SHINE im Passagen PopUp Nest & Rest,,,https://rausgegangen.de/events/mooon-night-wine-shine-im-passagen-popup-nest-rest-0/,other,"Nest & Rest Pop Up, Mittelstraße 30",,,"Fr, 17. Jan | 19:00"
Bier-Tasting - Brauwelt Köln,,,https://rausgegangen.de/events/bier-tasting-brauwelt-koln-kopie-55/,other,"Kalker Hauptstraße 260/262, 51103 Köln",50.9390796,7.0111584,"Fr, 17. Jan | 19:30"
Gerührt? Geschüttelt? Klassiker und Irrtümer. Intensiv-Cocktailkurs,,,https://rausgegangen.de/events/geruhrt-geschuttelt-klassiker-und-irrtumer-intensiv-cocktail-21/,food_and_drink,"CocktailContor Köln-Innenstadt, Apostelnstraße 22",,,"Fr, 17. Jan | 19:30"
Weinprobe IMI Winery - Wein aus Köln,,,https://rausgegangen.de/events/weinprobe-imi-winery-wein-aus-koln-kopie-31/,other,"IMI Winery, Körnerstraße 20",50.948553,6.9221621,"Fr, 17. Jan | 19:30"
Ausverkauft | Alkoholfreie Cocktails-Abend: Probiert mit uns alkoholfreie Cocktails,,,https://rausgegangen.de/events/alkoholfreie-cocktails-abend-probiert-mit-uns-alkoholfreie-c-11/,food_and_drink,"Karolingerring 9, 50678 Köln",50.921220000000005,6.9581301764280035,"Fr, 17. Jan | 20:00"
Ausverkauft | Feinkost-Frühstück,,,https://rausgegangen.de/events/feinkost-fruhstuck-kopie-0/,theatre,"Karolingerring 9, 50678 Köln",50.921220000000005,6.9581301764280035,"Sa, 18. Jan | 10:00"
WEEKEND BRUNCH mit Bottomless Coffee & more,,,https://rausgegangen.de/events/weekend-brunch-mit-bottomless-coffee-more-45/,other,"Meister-Gerhard-Straße 35, 50674 Köln",50.9288473,6.9364768,"Sa, 18. Jan | 10:00"
Spritz & Brunch - Winter Edition,,,https://rausgegangen.de/events/spritz-brunch-winter-edition-4/,other,"Gottesweg 135, 50939 Köln",50.9140935,6.931136404229393,"Sa, 18. Jan | 12:00"
All You Can Tapas,,,https://rausgegangen.de/events/all-you-can-tapas-7/,other,"Luxemburger Str. 190, 50937 Köln",50.9187575,6.930281878421722,"Sa, 18. Jan | 13:00"
Fischmarkt,,,https://rausgegangen.de/events/fischmarkt-151/,other,"Marienstraße 1c, 50825 Köln",50.95275935,6.915390246953313,"Sa, 18. Jan | 17:00"
"Korn: Pur, gerührt, geschüttelt. Korn-Tasting & Cocktailkurs",,,https://rausgegangen.de/events/korn-pur-geruhrt-geschuttelt-korn-tasting-cocktailkurs-kopie-0/,food_and_drink,"CocktailContor Köln-Sülz, Sülzgürtel 76A",,,"Sa, 18. Jan | 17:30"
Gourmetweinprobe,,,https://rausgegangen.de/events/gourmetweinprobe-3/,other,"Le Caveau, Mauenheimer Str. 129",,,"Sa, 18. Jan | 18:00"
Cocktails leicht gemacht. Basic-Cocktailkurs,,,https://rausgegangen.de/events/cocktails-leicht-gemacht-basic-cocktailkurs-52/,food_and_drink,"CocktailContor Köln-Innenstadt, Apostelnstraße 22",,,"Sa, 18. Jan | 18:30"
Craft Beer Tasting,,,https://rausgegangen.de/events/craft-beer-tasting-178/,other,"Bierlager Köln, Bonner Str. 38",,,"Sa, 18. Jan | 20:15"
Jim & June's BAR NIGHTS 🍸⭐️🎶,,,https://rausgegangen.de/events/jim-junes-bar-nights-1/,other,"Meister-Gerhard-Straße 35, 50674 Köln",50.9288473,6.9364768,"Sa, 18. Jan | 21:00"
Meat Masterclass 3.0,,,https://rausgegangen.de/events/meat-masterclass-30-3/,other,"Marienstraße 1c, 50825 Köln",50.95275935,6.915390246953313,"So, 19. Jan | 11:00"
Tasting-Roulette - Spirituosen- & Cocktail-Event Köln.,,,https://rausgegangen.de/events/tasting-roulette-spirituosen-cocktail-event-koln-2/,food_and_drink,"CocktailContor Köln-Sülz, Sülzgürtel 76A",,,"Do, 23. Jan | 20:00"
Cocktails im Handumdrehen. Mini-Cocktailkurs,,,https://rausgegangen.de/events/cocktails-im-handumdrehen-mini-cocktailkurs-kopie-4/,food_and_drink,"CocktailContor Köln-Sülz, Sülzgürtel 76A",,,"Fr, 24. Jan | 18:30"
"Wodka: Pur, gerührt, geschüttelt. Wodka-Tasting & Cocktailkurs",,,https://rausgegangen.de/events/wodka-pur-geruhrt-geschuttelt-wodka-tasting-cocktailkurs-kop-0/,food_and_drink,"CocktailContor Köln-Innenstadt, Apostelnstraße 22",,,"Fr, 24. Jan | 19:30"
Ehrenfeld - industriell und kulturell geprägt - Stadtführung mit deinem Smartphone,,,https://rausgegangen.de/events/ehrenfeld-industriell-und-kulturell-gepragt-stadtfuhrung-mit-12/,other,"Köln, Hospeltstraße, Hospeltstraße",50.9530708,6.9036553,"Heute, 13. Jan | 00:00"
Kölner Milljöh und römische Märtyrer - Stadtführung mit deinem Smartphone,,,https://rausgegangen.de/events/kolner-milljoh-und-romische-martyrer-stadtfuhrung-mit-deinem-361/,other,"Köln, Rudolfplatz, Rudolfplatz",50.9365794,6.9406144,"Heute, 13. Jan | 00:00"
Kölns Kuriose Fakten & unnützes Wissen - Stadtführung mit deinem Smartphone,,,https://rausgegangen.de/events/kolns-kuriose-fakten-unnutzes-wissen-stadtfuhrung-mit-deinem-75/,other,"Köln, Ursulaplatz, Ursulaplatz",50.94541135,6.955432042776746,"Heute, 13. Jan | 00:00"
"planlos.in-Rätseltour ""Rosenmontags-Verschwörung""",,,https://rausgegangen.de/events/planlosin-ratseltour-rosenmontags-verschworung-63/,other,"Köln, Köln",50.928463,6.929256839210568,"Heute, 13. Jan | 08:00"
"planlos.in-Rätseltour ""Der verborgene Brunnen""",,,https://rausgegangen.de/events/planlosin-ratseltour-der-verborgene-brunnen-61/,other,"Mariengartengasse Ecke Burgmauer, Mariengartengasse",,,"Heute, 13. Jan | 09:00"
Rätseltour Weihnachten in Gefahr,,,https://rausgegangen.de/events/ratseltour-weihnachten-in-gefahr-68/,party,"Rudolfplatz, None Köln",,,"Heute, 13. Jan | 09:00"
Coffee & Tatts Monday,,,https://rausgegangen.de/events/coffee-tatts-monday-16/,other,"Berrenrather Str. 221, 50937 Köln",50.91771464999999,6.924692391085179,"Heute, 13. Jan | 13:00"
Escape Room: Die magische Musikmaschine,,,https://rausgegangen.de/events/escape-room-die-magische-musikmaschine-60/,music,"Kartäuserwall 53, 50678 Köln",50.92322025,6.955434527728498,"Heute, 13. Jan | 15:00"
Escape Room: Die Reisende,,,https://rausgegangen.de/events/escape-room-die-reisende-60/,other,"Kartäuserwall 53, 50678 Köln",50.92322025,6.955434527728498,"Heute, 13. Jan | 15:00"
Kleidertausch - Motto des Tages: Tauschen statt kaufen!,,,https://rausgegangen.de/events/kleidertausch-motto-des-tages-tauschen-statt-kaufen-7/,other,"Kalk-Mülheimer Str. 58, 51103 Köln",50.939813900000004,7.001495677560131,"Heute, 13. Jan | 16:30"
Seminar: Stadtgeschichte (S1224) (Kopie),,,https://rausgegangen.de/events/seminar-stadtgeschichte-s1224-kopie-0/,workshops,"Berufskolleg Südstadt, Zugweg 48",50.91786705,6.9559919179338605,"Heute, 13. Jan | 17:30"
Lockerer Stricktreff im IGLU,,,https://rausgegangen.de/events/lockerer-stricktreff-im-iglu-19/,other,"Sudermanplatz 1, 50670 Köln",50.9511924,6.954275142874974,"Heute, 13. Jan | 18:00"
Kostenloser Werkzeugverleih,,,https://rausgegangen.de/events/kostenloser-werkzeugverleih-80/,other,"Richard-Wagner-Str. 8, 50674 Köln",50.935607399999995,6.936214490961607,"Morgen, 14. Jan | 14:30"
Kakao-Zeremonie – Ein herzöffnendes Ritual zu innerer Wärme und Verbundenheit,,,https://rausgegangen.de/events/cocoa-ceremony-nuyou-concious-cafe-w-lara-schaffer-1/,other,"Lindenstraße 32, 50674 Köln",50.9343212,6.936971648028578,"Morgen, 14. Jan | 17:30"
Ehrenfeld Connect - Menschen kennenlernen,,,https://rausgegangen.de/events/kontaktkunde-im-kulturraum-14/,workshops,"Venloer Straße 405, 50825 Köln",50.9518765,6.913792881588453,"Morgen, 14. Jan | 18:00"
Schauspiel Basiskurs - Theaterkurs I,,,https://rausgegangen.de/events/schauspiel-basiskurs-theaterkurs-i-5/,workshops,"ehrenfeldstudios e.V., Wissmannstr. 38",,,"Morgen, 14. Jan | 18:00"
Board Game Night @ Bingo Club,,,https://rausgegangen.de/events/board-game-night-bingo-club-1/,party,"Otto-Fischer-Straße 9, 50674 Köln",50.926617300000004,6.9379468365183286,"Morgen, 14. Jan | 18:30"
Horizonte Leseparty 5,,,https://rausgegangen.de/events/horizonte-leseparty-5-1/,party,"Frau Mexi, Niehler Straße 76-78",50.962632,6.958849,"Morgen, 14. Jan | 18:30"
Zero Waste Köln Stammtisch,,,https://rausgegangen.de/events/zero-waste-koln-stammtisch-vernetzungstreffen-3/,other,"Trash Chic, Wiersbergstraße 31",50.9369997,7.0090022,"Morgen, 14. Jan | 18:30"
Themenkurs: Mem  Verzällchesmann  durch et Johr (T3125),,,https://rausgegangen.de/events/themenkurs-mem-verzallchesmann-durch-et-johr-0/,workshops,"Akademie för uns kölsche Sproch/SK Stiftung Kultur, Im Mediapark 7",,,"Morgen, 14. Jan | 18:45"
Speed Gaming at The Bär,,,https://rausgegangen.de/events/speed-gaming-at-the-bar-kopie-3/,other,"The Bär, Thebäerstraße 10",,,"Morgen, 14. Jan | 19:00"
Workshop „UpCycling – Perücken & Hüte“,,,https://rausgegangen.de/events/workshop-upcycling-perucken-hute-0/,workshops,"Lindenstraße 53, 50674 Köln",50.93345545,6.935608889188232,"Morgen, 14. Jan | 19:00"
Kölner Stadtanzeiger 🤝 Rausgegangen,,,https://rausgegangen.de/events/kolner-stadtanzeiger-rausgegangen-0/,other,"Köln, Köln",50.928463,6.929256839210568,"Mi, 15. Jan | 00:00"
Museumsclub - Schnütgen x Youth,,,https://rausgegangen.de/events/museumsclub-schnutgen-x-youth-8/,art,"Cäcilienstraße 29-33, 50667 Köln",50.93479120000001,6.951663188528204,"Mi, 15. Jan | 16:00"
MMC Studioführung - TV Promi Tour,,,https://rausgegangen.de/events/mmc-studiofuhrung-tv-promi-tour-13/,other,"Am Coloneum 1, 50829 Köln",50.98736425,6.894710242416819,"Mi, 15. Jan | 17:00"
Linoldruck Kurs,,,https://rausgegangen.de/events/linoldruck-kurs-2/,workshops,"Minhafaktur, Poller Kirchweg 124",50.9141268,6.9875758,"Mi, 15. Jan | 17:30"
Scatch on it - Turntable-Freestyle-Session,,,https://rausgegangen.de/events/scatch-on-it-turntable-freestyle-session-1/,other,"Kalk-Mülheimer Str. 58, 51103 Köln",50.939813900000004,7.001495677560131,"Mi, 15. Jan | 18:00"
Wim Hof Method Cafe Talks,,,https://rausgegangen.de/events/wim-hof-method-cafe-talks-kopie-27/,other,"Lindenstr. 73, 50674 Köln",50.93252905,6.933977199734057,"Mi, 15. Jan | 18:00"
Inner Development Goals Community Meeting,,,https://rausgegangen.de/events/inner-development-goals-community-meeting-0/,networking,"Ebertplatz 23, 50668 Köln",50.9511659,6.9586197195542105,"Mi, 15. Jan | 18:30"
Clever & Curious Köln! - Das unterhaltsame Quiz mit Eavo im Schmelztiegel,,,https://rausgegangen.de/events/clever-curious-koln-das-unterhaltsame-quiz-mit-eavo-im-schme-1/,other,"Schmelztiegel, Luxemburger Straße 34",50.9275452,6.9396204,"Mi, 15. Jan | 19:30"
Passagen - Interior Design Days Köln,,,https://rausgegangen.de/events/passagen-interior-design-days-koln-3/,other,"Verschiedene Orte in Köln, Köln",,,"Heute, 13. Jan | 15:00"
Lichtfest 2025 – Januarleuchten auf dem Wilhelmplatz,,,https://rausgegangen.de/events/lichtfest-2025-januarleuchten-auf-dem-wilhelmplatz-0/,other,"Nippes Wilhelmplatz, Köln",,,"Fr, 17. Jan | 17:00"
Poetica - Festival für Weltliteratur,,,https://rausgegangen.de/events/poetica-festival-fur-weltliteratur-0/,other,"Aula Universität zu Köln, Köln",,,"Mo, 20. Jan | 19:00"
Paulinchensitzung® – Das Original,,,https://rausgegangen.de/events/paulinchensitzung-das-original-0/,other,"Helenenstraße 14, 50667 Köln",50.940201349999995,6.945564263692347,"Fr, 24. Jan | 17:45"
STRANGER THAN FICTION dokumentarfilmfest #27,,,https://rausgegangen.de/events/stranger-than-fiction-dokumentarfilmfest-27-0/,other,"Filmhaus Kino, Maybachstraße 111",50.9489361,6.949222272825372,"Fr, 24. Jan | 19:00"
Fantasy Filmfest White Nights 2025 || Thriller Horror Sci-Fi & more || Deutschlands größtes Genre-Filmfestival,,,https://rausgegangen.de/events/fantasy-filmfest-white-nights-2025-thriller-horror-sci-fi-mo-11/,other,"Kaiser-Wilhelm-Ring 30-32, 50672 Köln",50.9439275,6.9422668,"Sa, 01. Feb | 13:00"
STICKS & STONES Köln '25 - Das Job- & Karrierefestival,,,https://rausgegangen.de/events/sticks-stones-koln-25-das-job-karrierefestival-0/,other,"Schanzenstraße 36, 51063 Köln",50.9681886,7.0157241,"Sa, 08. Feb | 10:00"
Kostümsitzung der KKG Löstige Paulaner von 1949 e.V.,,,https://rausgegangen.de/events/kostumsitzung-der-kkg-lostige-paulaner-von-1949-ev-1/,other,"Helenenstraße 14, 50667 Köln",50.940201349999995,6.945564263692347,"Sa, 08. Feb | 17:45"
JIDO: TAG DER OFFENEN TÜR,,,https://rausgegangen.de/events/jido-tag-der-offenen-tur-0/,other,"Jidokan e.V., Mainzer Straße 24",,,"So, 09. Feb | 13:00"
Kostümsitzung – Bürgergarde „blau-gold“  e.V.,,,https://rausgegangen.de/events/blaugold-kostumsitzung-0/,other,"Friesenstraße 44-48, 50670 Köln",50.94105449302362,6.945465518658076,"Do, 13. Feb | 20:00"
Große Kostümsitzung - Große Allgemeine KG,,,https://rausgegangen.de/events/groe-kostumsitzung-0/,other,"Friesenstraße 44-48, 50670 Köln",50.94105449302362,6.945465518658076,"Fr, 14. Feb | 18:45"
Prunksitzung - Kölner KG Mer Blieve Zesamme,,,https://rausgegangen.de/events/prunksitzung-2025-0/,other,"Congress-Saal Koelnmesse, Deutz-Mülheimer Straße 51",,,"Sa, 15. Feb | 18:00"
Noh der Kirch bei d'r Tant (Der Herrenfrühschoppen der KKG Löstige Paulaner von 1949 e.V.),,,https://rausgegangen.de/events/noh-der-kirch-bei-dr-tant-der-herrenfruhschoppen-der-kkg-los-0/,other,"Traditionsgaststätte „Bei d’r Tant“, Cäcilienstraße 28",,,"So, 16. Feb | 11:10"
Große Wohltätigkeitssitzung – Alles für Andere e.V.,,,https://rausgegangen.de/events/groe-wohltatigkeitssitzung-0/,other,"Helenenstraße 14, 50667 Köln",50.940201349999995,6.945564263692347,"Mi, 19. Feb | 18:30"
Karnevalsumzug,,,https://rausgegangen.de/events/karnevalsumzug-0/,other,"Deliastraße, Deliastraße",51.0234407,6.8821705,"Sa, 01. Mär | 13:30"
Schull- un Veedelszöch in einzigartiger Atmosphäre,,,https://rausgegangen.de/events/schull-un-veedelszoch-in-einzigartiger-atmosphare-0/,other,"Köln, Rudolfplatz, Rudolfplatz",50.9365794,6.9406144,"So, 02. Mär | 10:00"
Rosenmontagszug in einzigartiger Atmosphäre,,,https://rausgegangen.de/events/rosenmontagszug-in-einzigartiger-atmosphare-0/,other,"Köln, Rudolfplatz, Rudolfplatz",50.9365794,6.9406144,"Mo, 03. Mär | 10:00"
Cologne Soul Weekender 2025,,,https://rausgegangen.de/events/cologne-soul-weekender-2025-0/,other,"Diverse Veranstaltungsorte in Köln, Köln",,,"Fr, 28. Mär | 20:00"
JECK EN DE CITY,,,https://rausgegangen.de/events/jeck-en-de-city-0/,other,"Zum Alten Schacht, 41836 Hückelhoven",51.05942316596271,6.210848037685986,"Sa, 31. Mai | 13:00"
Stadt ohne Meer Festival 2025,,,https://rausgegangen.de/events/stadt-ohne-meer-festival-2025-0/,other,"Stadt ohne Meer Festival, Karl-Glöckner-Straße 4",,,"Fr, 13. Jun | 15:00"
Jeck im Sunnesching 2025 - das Festival in Köln,,,https://rausgegangen.de/events/jeck-im-sunnesching-2025-das-festival-in-koln-0/,other,"Sachsenbergstraße, 51063 Köln",50.95312308553104,6.9810468608808325,"Sa, 21. Jun | 10:00"
Jeck im Sunnesching 2025 - Die offizielle Aftershowparty in Köln,,,https://rausgegangen.de/events/jeck-im-sunensching-2025-die-offizielle-aftershowparty-in-ko-0/,party,"Rheinparkweg 1, 50679 Köln",50.94588605,6.970415338625253,"Sa, 21. Jun | 20:00"
Rainbow Festival,,,https://rausgegangen.de/events/rainbow-festival-0/,other,"Oranjehofstraße 103-105, 50769 Köln",51.0209779,6.9305827,"Sa, 28. Jun | 13:00"
Summerjam Festival 2025,,,https://rausgegangen.de/events/summerjam-festival-2025-0/,other,"Fühlinger See, Oranjehofstraße 103",51.0184773,6.925156275127024,"Fr, 04. Jul | 14:00"
Even Flow Festival,,,https://rausgegangen.de/events/even-flow-festival-2/,other,"Rheinparkweg 1, 50679 Köln",50.94588605,6.970415338625253,"Sa, 12. Jul | 14:00"
Echoes of Rebellion 2025,,,https://rausgegangen.de/events/echoes-of-rebellion-2025-by-ship-of-rebels-0/,other,"Schanzenstraße 6-20, 51063 Köln",50.9659355,7.0108717,"Fr, 18. Jul | 17:30"
NIBIRII FESTIVAL 2025,,,https://rausgegangen.de/events/nibirii-festival-2025-0/,other,"Köln, Meld dich jetzt an und erfahre als Erste:r die Tipps von Morgen.",,,"Fr, 22. Aug | 12:00"
Wilde Wiese Fest Eifel,,,https://rausgegangen.de/events/wilde-wiese-fest-eifel-1/,other,"Oberprether Mühle in der Eifel, Köln",,,"Fr, 29. Aug | 15:00"
Stadt ohne Meer Köln - 2025,,,https://rausgegangen.de/events/stadt-ohne-meer-koln-2025-0/,other,"Rheinparkweg 1, 50679 Köln",50.94588605,6.970415338625253,"Sa, 30. Aug | 12:00"
Kölner Lichter 2025 im ParkCafe,,,https://rausgegangen.de/events/kolner-lichter-im-parkcafe-0/,other,"Park Cafe Köln, Köln",50.94798685,6.975227237323944,"Sa, 30. Aug | 17:00"
RUN FOR LOVE | Kölns Single-Run,,,https://rausgegangen.de/events/run-for-love-kolns-single-run-8/,other,"RUN FOR LOVE x Zappes Süd im Stollwerk, Dreikönigenstraße 23",,,"Heute, 13. Jan | 19:00"
Breathwork Session @ Nuyou Conscious Cafe w/ Lara Schäffer,,,https://rausgegangen.de/events/breathwork-nuyou-concious-cafe-w-lara-schaffer-0/,other,"Lindenstraße 32, 50674 Köln",50.9343212,6.936971648028578,"Morgen, 14. Jan | 10:30"
"Tanzabend & Workshops in der Severinstorburg! SALSA, BACHATA & RUEDA🎉🥳",,,https://rausgegangen.de/events/tanzabend-workshops-in-der-severinstorburg-salsa-bachata-rue-9/,workshops,"Severinstorburg, Chlodwigplatz 19",50.9219584,6.959314994435232,"Morgen, 14. Jan | 18:00"
Start: Bachata Anfänger Kurs in Nippes,,,https://rausgegangen.de/events/start-bachata-anfanger-kurs-in-nippes-1/,workshops,"DragonGym, Lohsestraße 16",,,"Morgen, 14. Jan | 19:00"
Vinyasa Yoga und Meditation,,,https://rausgegangen.de/events/vinyasa-yoga-und-meditation-36/,other,"Venloer Straße 405, 50825 Köln",50.9518765,6.913792881588453,"Mi, 15. Jan | 08:45"
Hatha Yoga @ Nuyou Conscious Offspace w. Lara Schäffer,,,https://rausgegangen.de/events/hatha-yoga-nuyou-conscious-offspace-w-lara-schaffer-0/,other,"Lindenstraße 32, 50674 Köln",50.9343212,6.936971648028578,"Mi, 15. Jan | 10:30"
Bachata Schnupperkurs für Anfänger,,,https://rausgegangen.de/events/bachata-schnupperkurs-fur-anfanger-17/,workshops,"Venloer Str. 420, Eingang Lessingstr., Venloer Straße 420",,,"Fr, 17. Jan | 19:00"
AlpinVisionen: Auf Adlerschwingen über den Alpen,,,https://rausgegangen.de/events/alpinvisionen-eagle-wings-protecting-the-alps-0/,other,"Berufskolleg Humboldtstraße, Perlengraben 101",50.9299667,6.952598126564547,"Fr, 17. Jan | 19:30"
Kakao Yoga (Kakaozeremonie) in Köln,,,https://rausgegangen.de/events/kakao-yoga-kakaozeremonie-in-koln-2/,other,"Friesenstraße 50, 50670 Köln, Friesenstraße 50",,,"Sa, 18. Jan | 14:45"
Kölner Haie - Iserlohn Roosters,,,https://rausgegangen.de/events/kolner-haie-iserlohn-roosters-0/,other,"Willy-Brandt-Platz 3, 50679 Köln",50.9385846,6.9830722,"So, 19. Jan | 16:30"
LEAP – Lifeforce Energy Awakening Process | Open Class,,,https://rausgegangen.de/events/leap-lifeforce-energy-awakening-process-open-class-1/,other,"shunia Zentrum, Plankgasse 42",,,"Fr, 24. Jan | 19:00"
Lebendige Atemreise,,,https://rausgegangen.de/events/lebendige-atemreise-17/,other,"Raum für Resonanz, Ritterstraße 27",50.9472155,6.9520797,"Fr, 24. Jan | 19:00"
Salsa Schnupperkurs für Anfänger,,,https://rausgegangen.de/events/salsa-schnupperkurs-fur-anfanger-15/,workshops,"Venloer Str. 420, Eingang Lessingstr., Venloer Straße 420",,,"Fr, 24. Jan | 19:00"
Salsa Friday Social - mit Cuban Bodymovement Workshop(Solo),,,https://rausgegangen.de/events/salsa-friday-social-mit-cuban-bodymovement-workshopsolo-0/,workshops,"Venloer Str. 420, Eingang Lessingstr., Venloer Straße 420",,,"Fr, 24. Jan | 20:00"
Antastha Yoga Master Class (mit Jeanette),,,https://rausgegangen.de/events/antastha-yoga-master-class-mit-jeanette-2/,other,"Raum für Resonanz, Ritterstraße 27",50.9472155,6.9520797,"Sa, 25. Jan | 15:30"
Ausverkauft | Aperol Yoga in Köln,,,https://rausgegangen.de/events/aperol-yoga-in-koln-0/,other,"Am Rinkenpfuhl 27-29, 50676 Köln, Am Rinkenpfuhl 27-29",,,"Sa, 25. Jan | 18:00"
Kölner Haie - EHC Red Bull München,,,https://rausgegangen.de/events/kolner-haie-ehc-red-bull-munchen-1/,other,"Willy-Brandt-Platz 3, 50679 Köln",50.9385846,6.9830722,"Di, 28. Jan | 19:30"
Kundalini Yoga,,,https://rausgegangen.de/events/kundalini-yoga-20/,other,"Filmclub-Studio 150 im FinderTV Kameraverleih, Eupener Straße 150",,,"Mi, 29. Jan | 19:30"
Wein Yoga in Köln,,,https://rausgegangen.de/events/wein-yoga-in-koln-6/,other,"Am Rinkenpfuhl 27-29, 50676 Köln, Am Rinkenpfuhl 27-29",,,"Sa, 01. Feb | 16:00"
Kölner Haie - Adler Mannheim,,,https://rausgegangen.de/events/kolner-haie-adler-mannheim-0/,other,"Willy-Brandt-Platz 3, 50679 Köln",50.9385846,6.9830722,"So, 02. Feb | 14:00"
Bachata Anfänger Bootcamp,,,https://rausgegangen.de/events/bachata-anfanger-bootcamp-1/,other,"Venloer Str. 420, Eingang Lessingstr., Venloer Straße 420",,,"Fr, 07. Feb | 19:00"
Salsa & Bachata für Anfänger Ladies,,,https://rausgegangen.de/events/salsa-bachata-fur-anfanger-ladies-0/,other,"Wormser Str. 51, Wormser Straße 51",,,"Sa, 08. Feb | 14:00"
"Schockmeisterschaften der FISA - Vorrundenturniere, Meisterschaften, Champions",,,https://rausgegangen.de/events/schockmeisterschaften-der-fisa-vorrundenturniere-meisterscha-1/,other,"Brüsseler Straße 47, 50674 Köln",50.9367979,6.9343545,"Di, 11. Feb | 18:30"
