Titel,Datum,Ort,Link,Kategorie,Adresse,lat,lon,Datum/Uhrzeit
2 SOMMER IN DEN ROCKIES,,,https://rausgegangen.de/events/2-sommer-in-den-rockies-0/,other,"Richmodstraße 10, 50667 Köln",50.9378605,6.9480331,"Morgen, 14. Jan | 20:00"
Jazzorama: HARB + Jamsession,,,https://rausgegangen.de/events/jazzorama-harb-jamsession-0/,other,"Ehrenfeldgürtel 127, 50823 Köln",50.95319615,6.918498343962824,"Morgen, 14. Jan | 20:00"
Stand Up 221,,,https://rausgegangen.de/events/stand-up-221-178/,other,"Venloerstr 33, 50672 Köln",50.941987049999994,6.935561890696155,"Morgen, 14. Jan | 20:00"
Craft Brewery Tour,,,https://rausgegangen.de/events/craft-brewery-tour-25/,other,"Braustelle, Christianstraße 2",50.9538688,6.9107278,"Mi, 15. Jan | 18:00"
Soft Loft,,,https://rausgegangen.de/events/soft-loft-bumann-sohn-koln-0/,other,"Bartholomäus-Schink-Straße 2, 50825 Köln",50.95212745,6.917987165085625,"Mi, 15. Jan | 19:00"
STEINTOR HERRENCHOR,,,https://rausgegangen.de/events/steintor-herrenchor-15/,other,"Deutz-Mülheimer Straße 117, 51063 Köln",50.95864554147705,6.995223332331622,"Mi, 15. Jan | 19:00"
Finn Seemann Quintett,,,https://rausgegangen.de/events/finn-seemann-quintett-1/,other,"Sudermanstraße 2, 50670 Köln",50.95101735,6.956410004340984,"Mi, 15. Jan | 19:30"
2 STÜNDSCHE KARNEVAL - Die Fastelovends Party,,,https://rausgegangen.de/events/2-stundsche-karneval-die-fastelovends-party-4/,party,"Im Ferkulum 9, 50678 Köln",50.9226755,6.959593772202811,"Mi, 15. Jan | 20:00"
Die Comedy Werkstatt,,,https://rausgegangen.de/events/die-comedy-werkstatt-490/,comedy,"Heimathirsch, Mauenheimer Straße 4",50.9656234,6.9529777,"Mi, 15. Jan | 20:00"
Hello Gorgeous! Die Gameshow in Köln,,,https://rausgegangen.de/events/hello-gorgeous-die-gameshow-zum-kennenlernen-1/,other,"Friesenstraße 33, 50670 Köln",50.94081155,6.944299247770478,"Mi, 15. Jan | 20:00"
POSTHUMAN CONDITION,,,https://rausgegangen.de/events/posthuman-condition-kopie-5/,other,"Zugweg 10, 50677 Köln",50.919290950000004,6.959083045784055,"Mi, 15. Jan | 20:00"
Steintor Herrenchor Tour 2025,,,https://rausgegangen.de/events/steintor-herrenchor-tour-2025-0/,other,"Deutz-Mülheimer Straße 117, 51063 Köln",50.95864554147705,6.995223332331622,"Mi, 15. Jan | 20:00"
HAHA Comedy: Raw Night!,,,https://rausgegangen.de/events/haha-comedy-raw-night-kopie-11/,comedy,"La Croque, Zülpicher Straße 19",50.9292666,6.9377164,"Do, 16. Jan | 19:55"
45x45 presents The Early Thursday Session,,,https://rausgegangen.de/events/45x45-presents-the-early-thursday-session-0/,other,"Venloer Str. 40, 50672 Köln",50.94298625,6.93515992886236,"Do, 16. Jan | 20:00"
Beer Pong Night Köln,,,https://rausgegangen.de/events/beer-pong-night-koln-67/,other,"Schmelztiegel, Luxemburger Straße 34",50.9275452,6.9396204,"Do, 16. Jan | 20:00"
Jochen Prang | PUNK IS DAD - Anarchie & Elternzeit,,,https://rausgegangen.de/events/jochen-prang-punk-is-dad-anarchie-elternzeit-6/,other,"Aachener Straße 82-84, 50674 Köln",50.9366931,6.931708,"Do, 16. Jan | 20:00"
NEW ALPINISM,,,https://rausgegangen.de/events/new-alpinism-0/,other,"Richmodstraße 10, 50667 Köln",50.9378605,6.9480331,"Do, 16. Jan | 20:00"
Bassolino,,,https://rausgegangen.de/events/bassolino-0/,other,"Sudermanstraße 2, 50670 Köln",50.95101735,6.956410004340984,"Do, 16. Jan | 20:30"
RADIO SABROSITA• JEDEN DONNERSTAG • AB 23 H IM VEEDEL CLUB,,,https://rausgegangen.de/events/radio-sabrosita-jeden-donnerstag-ab-23-h-im-veedel-club-142/,party,"Luxemburger Straße 37, 50674 Köln",50.927224499999994,6.939985683451329,"Do, 16. Jan | 23:00"
Kölsch im Club | ZUSATZTERMIN: Vorglühen am Freitag | GLORIA,,,https://rausgegangen.de/events/kolsch-im-club-zusatztermin-vorgluhen-am-freitag-gloria-0/,party,"Apostelnstraße 11, 50667 Köln",50.9374878,6.9449479,"Fr, 17. Jan | 17:00"
Hidden Stage Session,,,https://rausgegangen.de/events/hidden-stage-session-8/,other,"Geheimer Ort, Köln",,,"Fr, 17. Jan | 19:00"
"nobis x MDW ""Weihnachten war scheiße"" Tour 2025",,,https://rausgegangen.de/events/nobis-x-mdw-weihnachten-war-scheie-tour-2025-4/,party,"Im Ferkulum 9, 50678 Köln",50.9226755,6.959593772202811,"Fr, 17. Jan | 19:00"
AlpinVisionen: Auf Adlerschwingen über den Alpen,,,https://rausgegangen.de/events/alpinvisionen-eagle-wings-protecting-the-alps-0/,other,"Berufskolleg Humboldtstraße, Perlengraben 101",50.9299667,6.952598126564547,"Fr, 17. Jan | 19:30"
BUM BUM BANG Amor ballert mit 9 mm,,,https://rausgegangen.de/events/bum-bum-bang-amor-ballert-mit-9-mm-7/,other,"Aachener Straße 24-26, 50674 Köln",50.9366908,6.9364479,"Fr, 17. Jan | 20:00"
ELTERNABEND * DANCE HITS FÜR ALLE DIE ES NÖTIG HABEN.,,,https://rausgegangen.de/events/elternabend-dance-hits-fur-alle-die-es-notig-haben-14/,other,"Luxemburger Straße 37, 50674 Köln",50.927224499999994,6.939985683451329,"Fr, 17. Jan | 20:00"
HAHA Comedy Mixed-Show: Stand-up-Comedy auf der Zülpicher Straße,,,https://rausgegangen.de/events/haha-comedy-mixed-show-stand-up-comedy-auf-der-zulpicher-str-11/,comedy,"La Croque, Zülpicher Straße 19",50.9292666,6.9377164,"Fr, 17. Jan | 20:00"
Reihe Feministischer Film GENIALE GÖTTIN - DIE GESCHICHTE VON HEDY LAMARR,,,https://rausgegangen.de/events/reihe-feministischer-film-geniale-gottin-die-geschichte-von--0/,other,"Engelbertstraße 45, 50674 Köln",50.9338292,6.9381062,"Fr, 17. Jan | 20:30"
"Heavy Feelings x K, Le Maestro Open Call",,,https://rausgegangen.de/events/heavy-feelings-x-k-le-maestro-open-call-0/,other,"Sudermanstraße 2, 50670 Köln",50.95101735,6.956410004340984,"Fr, 17. Jan | 21:00"
90s KiD - Die 90er-Party,,,https://rausgegangen.de/events/90s-kid-die-90er-party-8/,party,"Im Ferkulum 9, 50678 Köln",50.9226755,6.959593772202811,"Fr, 17. Jan | 23:00"
Goldene Jahre - Kölner Tanzträume. Aufbruch in den 1960er Jahren,,,https://rausgegangen.de/events/goldene-jahre-kolner-tanztraume-aufbruch-in-den-1960er-jahre-219/,other,"Im Mediapark 7 (3.OG), 50670 Köln",,,"Heute, 13. Jan | 14:00"
Karl Blossfeldt - Photographie im Licht der Kunst,,,https://rausgegangen.de/events/karl-blossfeldt-photographie-im-licht-der-kunst-108/,art,"Im Mediapark 7, 50670 Köln",50.9487249,6.943300842058996,"Heute, 13. Jan | 14:00"
The Legendary Kölsch Tour - A Cologne Brewery Tour,,,https://rausgegangen.de/events/the-legendary-kolsch-tour-a-cologne-brewery-tour-109/,other,"Heumarkt, 50667 Köln",50.936759550000005,6.96062585691273,"Heute, 13. Jan | 17:10"
Seminar: Stadtgeschichte (S1224) (Kopie),,,https://rausgegangen.de/events/seminar-stadtgeschichte-s1224-kopie-0/,workshops,"Berufskolleg Südstadt, Zugweg 48",50.91786705,6.9559919179338605,"Heute, 13. Jan | 17:30"
842. Kunst gegen Bares,,,https://rausgegangen.de/events/842-kunst-gegen-bares-0/,art,"Ehrenfeldgürtel 127, 50823 Köln",50.95319615,6.918498343962824,"Heute, 13. Jan | 19:30"
Impro Stand-up Comedy - Ich hab da mal nichts vorbereitet,,,https://rausgegangen.de/events/impro-stand-up-comedy-ich-hab-da-mal-nichts-vorbereitet-17/,comedy,"Lindenstraße 62, 50674 Köln",50.9333213,6.934703443966212,"Heute, 13. Jan | 20:00"
Breathwork Session @ Nuyou Conscious Cafe w/ Lara Schäffer,,,https://rausgegangen.de/events/breathwork-nuyou-concious-cafe-w-lara-schaffer-0/,other,"Lindenstraße 32, 50674 Köln",50.9343212,6.936971648028578,"Morgen, 14. Jan | 10:30"
Kakao-Zeremonie – Ein herzöffnendes Ritual zu innerer Wärme und Verbundenheit,,,https://rausgegangen.de/events/cocoa-ceremony-nuyou-concious-cafe-w-lara-schaffer-1/,other,"Lindenstraße 32, 50674 Köln",50.9343212,6.936971648028578,"Morgen, 14. Jan | 17:30"
Board Game Night @ Bingo Club,,,https://rausgegangen.de/events/board-game-night-bingo-club-1/,party,"Otto-Fischer-Straße 9, 50674 Köln",50.926617300000004,6.9379468365183286,"Morgen, 14. Jan | 18:30"
Horizonte Leseparty 5,,,https://rausgegangen.de/events/horizonte-leseparty-5-1/,party,"Frau Mexi, Niehler Straße 76-78",50.962632,6.958849,"Morgen, 14. Jan | 18:30"
Themenkurs: Mem  Verzällchesmann  durch et Johr (T3125),,,https://rausgegangen.de/events/themenkurs-mem-verzallchesmann-durch-et-johr-0/,workshops,"Akademie för uns kölsche Sproch/SK Stiftung Kultur, Im Mediapark 7",,,"Morgen, 14. Jan | 18:45"
Speed Gaming at The Bär,,,https://rausgegangen.de/events/speed-gaming-at-the-bar-kopie-3/,other,"The Bär, Thebäerstraße 10",,,"Morgen, 14. Jan | 19:00"
Jesse Davis Quartet,,,https://rausgegangen.de/events/jesse-davis-quartet-1/,other,"Sudermanstraße 2, 50670 Köln",50.95101735,6.956410004340984,"Morgen, 14. Jan | 19:30"
Jazzorama: HARB + Jamsession,,,https://rausgegangen.de/events/jazzorama-harb-jamsession-0/,other,"Ehrenfeldgürtel 127, 50823 Köln",50.95319615,6.918498343962824,"Morgen, 14. Jan | 20:00"
Stand Up 221,,,https://rausgegangen.de/events/stand-up-221-178/,other,"Venloerstr 33, 50672 Köln",50.941987049999994,6.935561890696155,"Morgen, 14. Jan | 20:00"
WASIHRWOLLT,,,https://rausgegangen.de/events/wasihrwollt-kopie-1/,other,"Vondelstraße 4-8, 50677 Köln",50.92153145,6.9530086,"Morgen, 14. Jan | 20:00"
Hatha Yoga @ Nuyou Conscious Offspace w. Lara Schäffer,,,https://rausgegangen.de/events/hatha-yoga-nuyou-conscious-offspace-w-lara-schaffer-0/,other,"Lindenstraße 32, 50674 Köln",50.9343212,6.936971648028578,"Mi, 15. Jan | 10:30"
Craft Brewery Tour,,,https://rausgegangen.de/events/craft-brewery-tour-25/,other,"Braustelle, Christianstraße 2",50.9538688,6.9107278,"Mi, 15. Jan | 18:00"
Wim Hof Method Cafe Talks,,,https://rausgegangen.de/events/wim-hof-method-cafe-talks-kopie-27/,other,"Lindenstr. 73, 50674 Köln",50.93252905,6.933977199734057,"Mi, 15. Jan | 18:00"
Inner Development Goals Community Meeting,,,https://rausgegangen.de/events/inner-development-goals-community-meeting-0/,networking,"Ebertplatz 23, 50668 Köln",50.9511659,6.9586197195542105,"Mi, 15. Jan | 18:30"
Another Open Stage,,,https://rausgegangen.de/events/another-open-stage-29/,other,"Mauritiussteinweg 102, 50676 Köln",50.9345009,6.945211231681034,"Mi, 15. Jan | 19:00"
Kneipenquiz em Kölsche Boor,,,https://rausgegangen.de/events/kneipenquiz-em-kolsche-boor-8/,other,"Eigelstein 121, 50668 Köln",50.948791,6.956675,"Mi, 15. Jan | 19:00"
Lachkater - die Stand up Comedy Show in Köln,,,https://rausgegangen.de/events/lachkater-die-stand-up-comedy-show-in-koln-20/,comedy,"Friesenstraße 54, 50670 Köln",50.94079655,6.942189967222167,"Mi, 15. Jan | 19:00"
Music Pub Quiz,,,https://rausgegangen.de/events/music-pub-quiz-1/,other,"Dreikönigenstraße 23, 50678 Köln",50.9252613,6.9644783761029405,"Mi, 15. Jan | 19:00"
STEINTOR HERRENCHOR,,,https://rausgegangen.de/events/steintor-herrenchor-15/,other,"Deutz-Mülheimer Straße 117, 51063 Köln",50.95864554147705,6.995223332331622,"Mi, 15. Jan | 19:00"
Finn Seemann Quintett,,,https://rausgegangen.de/events/finn-seemann-quintett-1/,other,"Sudermanstraße 2, 50670 Köln",50.95101735,6.956410004340984,"Mi, 15. Jan | 19:30"
Latin & Salsa Session,,,https://rausgegangen.de/events/latin-salsa-session-14/,other,"Ehrenfeldgürtel 127, 50823 Köln",50.95319615,6.918498343962824,"Mi, 15. Jan | 19:30"
Hello Gorgeous! Die Gameshow in Köln,,,https://rausgegangen.de/events/hello-gorgeous-die-gameshow-zum-kennenlernen-1/,other,"Friesenstraße 33, 50670 Köln",50.94081155,6.944299247770478,"Mi, 15. Jan | 20:00"
POSTHUMAN CONDITION,,,https://rausgegangen.de/events/posthuman-condition-kopie-5/,other,"Zugweg 10, 50677 Köln",50.919290950000004,6.959083045784055,"Mi, 15. Jan | 20:00"
Kunstspäti: Who put the muse in the museum?,,,https://rausgegangen.de/events/kunstspati-who-put-the-muse-in-the-museum-0/,art,"Obenmarspforten 40, 50667 Köln",50.93741045,6.958443355836139,"Do, 16. Jan | 18:00"
die Studi Salsaparty,,,https://rausgegangen.de/events/die-studi-salsaparty-10/,party,"die Studi Salsaparty, Berrenrather Str. 256",,,"Heute, 13. Jan | 19:00"
F****n' Monday • Jeden Montag • 22.00 • Roonburg,,,https://rausgegangen.de/events/fn-monday-jeden-montag-2200-roonburg-33/,other,"Roonburg, Roonstraße 33",50.9306512,6.9383749,"Heute, 13. Jan | 22:00"
Mini-Afterwork Tasting,,,https://rausgegangen.de/events/mini-afterwork-tasting-7/,other,"Jülicherstraße 22, 50674 Köln",50.9342053,6.933334098775818,"Morgen, 14. Jan | 18:00"
Tanzabend & Workshops in den Kunsträumen der Michael Horbach Stiftung! TANGO ARGENTINO🥳🎉,,,https://rausgegangen.de/events/tanzabend-workshops-in-den-kunstraumen-der-michael-horbach-s-8/,art,"Kunsträume der Michael Horbach Stiftung, Wormser Str. 23",,,"Mi, 15. Jan | 19:00"
2 STÜNDSCHE KARNEVAL - Die Fastelovends Party,,,https://rausgegangen.de/events/2-stundsche-karneval-die-fastelovends-party-4/,party,"Im Ferkulum 9, 50678 Köln",50.9226755,6.959593772202811,"Mi, 15. Jan | 20:00"
MINT,,,https://rausgegangen.de/events/mint-72/,other,"Hans-Böckler-Platz 2, 50672 Köln",50.943626800000004,6.933750368340471,"Mi, 15. Jan | 22:00"
Mittwoch im PM,,,https://rausgegangen.de/events/mittwoch-im-pm-0/,other,"PM in Kölle, Friesenstraße 45",,,"Mi, 15. Jan | 22:00"
Electronic Wednesday [Red Cat Lounge],,,https://rausgegangen.de/events/electronic-wednesday-red-cat-lounge-1/,other,"RED CAT LOUNGE, Luxemburger Straße 60",50.926165,6.938234,"Mi, 15. Jan | 23:00"
Wednesday Hip Hop - Jeden Mittwoch ab 23 Uhr im Reineke Fuchs!,,,https://rausgegangen.de/events/wednesday-hip-hop-jeden-mittwoch-ab-23-uhr-im-reineke-fuchs-52/,other,"Aachener Straße 52, 50672 Köln",50.936670250000006,6.934879415549165,"Mi, 15. Jan | 23:00"
Techno Thursday,,,https://rausgegangen.de/events/techno-thursday-45/,other,"Luxemburger Str. 190, 50937 Köln",50.9187575,6.930281878421722,"Do, 16. Jan | 18:30"
Matching Night Köln - Bis zu 250 Singles (25 bis 45 Jahre),,,https://rausgegangen.de/events/matching-night-koln-bis-zu-250-singles-0/,other,"Quatermarkt 1, 50667 Köln",50.936763049999996,6.957436177246654,"Do, 16. Jan | 19:00"
45x45 presents The Early Thursday Session,,,https://rausgegangen.de/events/45x45-presents-the-early-thursday-session-0/,other,"Venloer Str. 40, 50672 Köln",50.94298625,6.93515992886236,"Do, 16. Jan | 20:00"
Beer Pong Night Köln,,,https://rausgegangen.de/events/beer-pong-night-koln-67/,other,"Schmelztiegel, Luxemburger Straße 34",50.9275452,6.9396204,"Do, 16. Jan | 20:00"
PARTY w/ PARAKEET // HOUSE MUSIC,,,https://rausgegangen.de/events/party-w-parakeet-house-music-0/,party,"Bartholomäus-Schink-Straße 2, 50825 Köln",50.95212745,6.917987165085625,"Do, 16. Jan | 21:00"
Das Ding: Donnerstag! 90’s Baby - Planet Trash!,,,https://rausgegangen.de/events/das-ding-donnerstag-90s-baby-planet-trash-1/,other,"Das Ding, Hohenstaufenring 30-32",50.931693,6.9408137,"Do, 16. Jan | 22:00"
Donnerstag im PM,,,https://rausgegangen.de/events/donnerstag-im-pm-0/,other,"PM in Kölle, Friesenstraße 45",,,"Do, 16. Jan | 22:00"
polar thursday,,,https://rausgegangen.de/events/polar-thursday-8/,other,"Hans-Böckler-Platz 2, 50672 Köln",50.943626800000004,6.933750368340471,"Do, 16. Jan | 22:00"
NICE - Der Elektronische Donnerstag im Reineke Fuchs - Bis 24 Uhr Eintritt Frei,,,https://rausgegangen.de/events/nice-der-elektronische-donnerstag-im-reineke-fuchs-bis-24-uh-1/,other,"Aachener Straße 52, 50672 Köln",50.936670250000006,6.934879415549165,"Do, 16. Jan | 23:00"
RADIO SABROSITA• JEDEN DONNERSTAG • AB 23 H IM VEEDEL CLUB,,,https://rausgegangen.de/events/radio-sabrosita-jeden-donnerstag-ab-23-h-im-veedel-club-142/,party,"Luxemburger Straße 37, 50674 Köln",50.927224499999994,6.939985683451329,"Do, 16. Jan | 23:00"
EhrenKlub im Schrotty #6 - mit ???,,,https://rausgegangen.de/events/ehrenklub-im-schrotty-6-mit-1/,other,"Vogelsanger Straße 406, 50827 Köln",50.9543527,6.889137983491311,"Fr, 17. Jan | 00:00"
Flüstersitzung 1 2025,,,https://rausgegangen.de/events/flustersitzung-1-2025-0/,other,"Flora Köln, Am Botanischen Garten 1a",,,"Fr, 17. Jan | 19:00"
90er Party im PM in Kölle,,,https://rausgegangen.de/events/90er-party-im-pm-in-kolle-8/,party,"PM in Kölle, Friesenstraße 45",,,"Fr, 17. Jan | 20:00"
Bachata Friday Social - mit Bachata Sensual Workshop!,,,https://rausgegangen.de/events/bachata-friday-social-mit-bachata-sensual-workshop-0/,workshops,"Venloer Str. 420, Eingang Lessingstr., Venloer Straße 420",,,"Fr, 17. Jan | 20:00"
Downstairsdeluxe featuring...DJ Mo - Pop-Up-Disko im Keller,,,https://rausgegangen.de/events/downstairsdeluxe-featuringdj-mo-pop-up-disko-im-keller-0/,music,"Kalk-Mülheimer Str. 58, 51103 Köln",50.939813900000004,7.001495677560131,"Fr, 17. Jan | 20:00"
ELTERNABEND * DANCE HITS FÜR ALLE DIE ES NÖTIG HABEN.,,,https://rausgegangen.de/events/elternabend-dance-hits-fur-alle-die-es-notig-haben-14/,other,"Luxemburger Straße 37, 50674 Köln",50.927224499999994,6.939985683451329,"Fr, 17. Jan | 20:00"
Das Ding: Freitag!,,,https://rausgegangen.de/events/das-ding-freitag-22/,other,"Das Ding, Hohenstaufenring 30-32",50.931693,6.9408137,"Fr, 17. Jan | 22:00"
Die legendäre Rosa Fete - Candyland Edition,,,https://rausgegangen.de/events/die-legendare-rosa-fete-candyland-edition-0/,other,"trafic, Venloer Straße 601-603",50.9570616,6.9003367,"Fr, 17. Jan | 22:00"
KINKY GALORE by jan.ehret – Köln @Bollwerk,,,https://rausgegangen.de/events/kinky-galore-by-janehret-koln-bollwerk-0/,other,"Bollwerk Club, Hohenzollernring 89-93",,,"Fr, 17. Jan | 22:00"
PARTY // Hits don't lie!,,,https://rausgegangen.de/events/party-hits-dont-lie-1/,party,"Bartholomäus-Schink-Straße 2, 50825 Köln",50.95212745,6.917987165085625,"Fr, 17. Jan | 22:00"
WetDreams Vol. 1,,,https://rausgegangen.de/events/wetdreams-1/,other,"Köln, Meld dich jetzt an und erfahre als Erste:r die Tipps von Morgen.",,,"Fr, 17. Jan | 22:00"
Brass Academy – Abschlusskonzert,,,https://rausgegangen.de/events/brass-academy-abschlusskonzert-0/,music,"Im Mediapark 7, 50670 Köln",50.9487249,6.943300842058996,"Heute, 13. Jan | 20:00"
Iveta Apkalna,,,https://rausgegangen.de/events/iveta-apkalna-2/,other,"Bischofsgartenstraße 1, 50667 Köln",50.9406158,6.960824,"Heute, 13. Jan | 20:00"
JAN BÖHMERMANN & Das Rundfunk Tanzorchester Ehrenfeld,,,https://rausgegangen.de/events/jan-bohmermann-das-rundfunk-tanzorchester-ehrenfeld-3/,other,"Willy-Brandt-Platz 3, 50679 Köln",50.9385846,6.9830722,"Morgen, 14. Jan | 19:00"
Jesse Davis Quartet,,,https://rausgegangen.de/events/jesse-davis-quartet-1/,other,"Sudermanstraße 2, 50670 Köln",50.95101735,6.956410004340984,"Morgen, 14. Jan | 19:30"
Deutschlandfunk - 4. Raderbergkonzert 2024/25,,,https://rausgegangen.de/events/deutschlandfunk-4-raderbergkonzert-202425-0/,music,"Deutschlandfunk – Kammermusiksaal, Raderberggürtel 40",,,"Morgen, 14. Jan | 20:00"
Jazzorama: HARB + Jamsession,,,https://rausgegangen.de/events/jazzorama-harb-jamsession-0/,other,"Ehrenfeldgürtel 127, 50823 Köln",50.95319615,6.918498343962824,"Morgen, 14. Jan | 20:00"
Le Poème Harmonique | Vincent Dumestre,,,https://rausgegangen.de/events/le-poeme-harmonique-vincent-dumestre-1/,other,"Bischofsgartenstraße 1, 50667 Köln",50.9406158,6.960824,"Morgen, 14. Jan | 20:00"
Los Púa Abajo - Tango Concert,,,https://rausgegangen.de/events/los-pua-abajo-tango-concert-1/,other,"MACHADO, Severinsmühlengasse 1",50.9235333,6.9607232,"Morgen, 14. Jan | 20:00"
Another Open Stage,,,https://rausgegangen.de/events/another-open-stage-29/,other,"Mauritiussteinweg 102, 50676 Köln",50.9345009,6.945211231681034,"Mi, 15. Jan | 19:00"
Music Pub Quiz,,,https://rausgegangen.de/events/music-pub-quiz-1/,other,"Dreikönigenstraße 23, 50678 Köln",50.9252613,6.9644783761029405,"Mi, 15. Jan | 19:00"
Soft Loft,,,https://rausgegangen.de/events/soft-loft-bumann-sohn-koln-0/,other,"Bartholomäus-Schink-Straße 2, 50825 Köln",50.95212745,6.917987165085625,"Mi, 15. Jan | 19:00"
STEINTOR HERRENCHOR,,,https://rausgegangen.de/events/steintor-herrenchor-15/,other,"Deutz-Mülheimer Straße 117, 51063 Köln",50.95864554147705,6.995223332331622,"Mi, 15. Jan | 19:00"
Finn Seemann Quintett,,,https://rausgegangen.de/events/finn-seemann-quintett-1/,other,"Sudermanstraße 2, 50670 Köln",50.95101735,6.956410004340984,"Mi, 15. Jan | 19:30"
Latin & Salsa Session,,,https://rausgegangen.de/events/latin-salsa-session-14/,other,"Ehrenfeldgürtel 127, 50823 Köln",50.95319615,6.918498343962824,"Mi, 15. Jan | 19:30"
Royal Opera House - Hoffmanns Erzählungen,,,https://rausgegangen.de/events/royal-opera-house-hoffmanns-erzahlungen-0/,other,"Kaiser-Wilhelm-Ring 30-32, 50672 Köln",50.9439275,6.9422668,"Mi, 15. Jan | 19:45"
Steintor Herrenchor Tour 2025,,,https://rausgegangen.de/events/steintor-herrenchor-tour-2025-0/,other,"Deutz-Mülheimer Straße 117, 51063 Köln",50.95864554147705,6.995223332331622,"Mi, 15. Jan | 20:00"
Take me home,,,https://rausgegangen.de/events/take-me-home-0/,other,"Aula Universität zu Köln, Köln",,,"Mi, 15. Jan | 20:00"
Wiener Johann Strauß Konzert-Gala,,,https://rausgegangen.de/events/wiener-johann-strau-konzert-gala-3/,music,"Bischofsgartenstraße 1, 50667 Köln",50.9406158,6.960824,"Mi, 15. Jan | 20:00"
Barinton Jam Session _ Soul & Funk,,,https://rausgegangen.de/events/barinton-jam-session---soul-funk-32/,other,"Venloer Straße 39, 50672 Köln",50.942311950000004,6.935071634798969,"Mi, 15. Jan | 20:45"
Composing Voices,,,https://rausgegangen.de/events/composing-voices-0/,other,"Ernst-Flatow-Haus, Vogelsanger Straße 153",50.9468884,6.9167145,"Do, 16. Jan | 19:00"
FRIENDS 2025,,,https://rausgegangen.de/events/friends-2025-0/,other,"Schanzenstr. 6-20, 51063 Köln",50.9659355,7.0108717,"Do, 16. Jan | 19:00"
Kat Frankie,,,https://rausgegangen.de/events/kat-frankie-9/,other,"Bischofsgartenstraße 1, 50667 Köln",50.9406158,6.960824,"Do, 16. Jan | 20:00"
LIVE MUSIC Cologne After 7 im Club Einundfünfzig mit Live DJ im Anschluss,,,https://rausgegangen.de/events/live-music-cologne-after-7-im-club-einundfunfzig-mit-live-dj-9/,music,"CLUB EINUNDFUNFZIG, Cologne",,,"Do, 16. Jan | 20:00"
Organic Universe,,,https://rausgegangen.de/events/organic-universe-0/,other,"Salon De Jazz, Severinskloster 3a",,,"Do, 16. Jan | 20:00"
Bassolino,,,https://rausgegangen.de/events/bassolino-0/,other,"Sudermanstraße 2, 50670 Köln",50.95101735,6.956410004340984,"Do, 16. Jan | 20:30"
Kölsch im Club | ZUSATZTERMIN: Vorglühen am Freitag | GLORIA,,,https://rausgegangen.de/events/kolsch-im-club-zusatztermin-vorgluhen-am-freitag-gloria-0/,party,"Apostelnstraße 11, 50667 Köln",50.9374878,6.9449479,"Fr, 17. Jan | 17:00"
HAMISH HAWK,,,https://rausgegangen.de/events/hamish-hawk-0/,other,"Ehrenfeldgürtel 127, 50823 Köln",50.95319615,6.918498343962824,"Fr, 17. Jan | 18:30"
Chuck Ragan & The Camaraderie - Love & Lore-Tour 2025,,,https://rausgegangen.de/events/chuck-ragan-the-camaraderie-love-lore-tour-2025-0/,other,"Lichtstraße 30, 50825 Köln",50.9493222,6.909475655930093,"Fr, 17. Jan | 19:00"
Hidden Stage Session,,,https://rausgegangen.de/events/hidden-stage-session-8/,other,"Geheimer Ort, Köln",,,"Fr, 17. Jan | 19:00"
Konzert von Post Nebbia,,,https://rausgegangen.de/events/konzert-von-post-nebbia-0/,music,"Italienisches Kulturinstitut Köln, Universitätsstraße 81",,,"Fr, 17. Jan | 19:00"
Upcycling-Weihnachtsmarkt im IGLU,,,https://rausgegangen.de/events/upcycling-weihnachtsmarkt-im-iglu-48/,party,"Sudermanplatz 1, 50670 Köln",50.9511924,6.954275142874974,"Heute, 13. Jan | 11:00"
Hehlerei Studio Sale (FAIR FASHION & HEHLERWARE),,,https://rausgegangen.de/events/hehlerei-studio-sale-fair-fashion-hehlerware-17/,other,"Geisselstr. 56, 50823 Köln",50.9463411,6.9196943,"Morgen, 14. Jan | 13:00"
Mädelsflohmarkt,,,https://rausgegangen.de/events/madelsflohmarkt-35/,other,"AbenteuerHallenKalk, Christian-Sünner-Straße 8",,,"Sa, 18. Jan | 12:00"
Karnevalströdelmarkt,,,https://rausgegangen.de/events/karnevalstrodelmarkt-1/,other,"Oberstraße 96, 51149 Köln",50.90018055,7.021319800000003,"So, 19. Jan | 11:00"
LAGERVERKAUF Kostüme & Accessoires für Karneval Damen/Herren/Kinder I Wohnaccessoires uvm. zum ALLES-MUSS-RAUS-PREIS Flohmarkt,,,https://rausgegangen.de/events/lagerverkauf-kostume-accessoires-fur-karneval-damenherrenkin-0/,other,"shoperama Lagerverkauf, Wilhelm-Mauser-Straße 47 (Gewerbehof Bell, Halle 3)",,,"So, 19. Jan | 11:00"
Flohmarkt,,,https://rausgegangen.de/events/flohmarkt-3173/,other,"Bartholomäus-Schink-Straße 2, 50825 Köln",50.95212745,6.917987165085625,"So, 19. Jan | 12:00"
Pizza & Champagner Monday,,,https://rausgegangen.de/events/pizza-champagner-monday-4/,other,"Berrenrather Str. 221, 50937 Köln",50.91771464999999,6.924692391085179,"Mo, 20. Jan | 17:00"
OYA MÜLLEM MERCADO,,,https://rausgegangen.de/events/oya-mullem-mercado-0/,other,"Buchheimer Straße 17, 51063 Köln",50.96367615,7.0010307741089655,"Sa, 25. Jan | 10:00"
